// _________                                    
// \_   ___ \_______  ____   ____  __ __  ______
// /    \  \/\_  __ \/  _ \ /    \|  |  \/  ___/
// \     \____|  | \(  <_> )   |  \  |  /\___ \ 
//  \______  /|__|   \____/|___|  /____//____  >
//         \/                   \/           \/  
//-----------------------------------------------
// Cronus - Configuração do Skill Tree
//-----------------------------------------------
//Número da Classe,ID da Habilidade,Nível Máximo,Pre-requisito Habilidade-ID-1,Pre-requisito Habilidade-ID-1-Lv,Pre-requisito Habilidade-ID-2,Pre-requisito Habilidade-ID-2-Lv,Pre-requisito Habilidade-ID-3,Pre-requisito Habilidade-ID-3-Lv,Pre-requisito Habilidade-ID-4,Pre-requisito Habilidade-ID-4-Lv,Pre-requisito Habilidade-ID-5,Pre-requisito Habilidade-ID-5-Lv

//Aprendiz
1,146,1,0,0,0,0,0,0,0,0,0,0 //SM_AUTOBERSERK#Auto Berserk#

//Mago
2,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
2,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
2,9,10,0,0,0,0,0,0,0,0,0,0 //MG_SRECOVERY#Increase SP Recovery#
2,10,1,0,0,0,0,0,0,0,0,0,0 //MG_SIGHT#Sight#
2,11,10,0,0,0,0,0,0,0,0,0,0 //MG_NAPALMBEAT#Napalm Beat#
2,12,10,11,7,13,5,0,0,0,0,0,0 //MG_SAFETYWALL#Safety Wall#
2,13,10,11,4,0,0,0,0,0,0,0,0 //MG_SOULSTRIKE#Soul Strike#
2,14,10,0,0,0,0,0,0,0,0,0,0 //MG_COLDBOLT#Cold Bolt#
2,15,10,14,5,0,0,0,0,0,0,0,0 //MG_FROSTDIVER#Frost Diver#
2,16,10,0,0,0,0,0,0,0,0,0,0 //MG_STONECURSE#Stone Curse#
2,17,10,19,4,0,0,0,0,0,0,0,0 //MG_FIREBALL#Fire Ball#
2,18,10,17,5,10,1,0,0,0,0,0,0 //MG_FIREWALL#Fire Wall#
2,19,10,0,0,0,0,0,0,0,0,0,0 //MG_FIREBOLT#Fire Bolt#
2,20,10,0,0,0,0,0,0,0,0,0,0 //MG_LIGHTNINGBOLT#Lightning Bolt#
2,21,10,20,4,0,0,0,0,0,0,0,0 //MG_THUNDERSTORM#Thunderstorm#
2,157,1,0,0,0,0,0,0,0,0,0,0 //MG_ENERGYCOAT#Energy Coat#

//Arqueiro
3,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
3,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
3,43,10,0,0,0,0,0,0,0,0,0,0 //AC_OWL#Owl's Eye#
3,44,10,43,3,0,0,0,0,0,0,0,0 //AC_VULTURE#Vulture's Eye#
3,45,10,44,1,0,0,0,0,0,0,0,0 //AC_CONCENTRATION#Improve Concentration#
3,46,10,0,0,0,0,0,0,0,0,0,0 //AC_DOUBLE#Double Strafe#
3,47,10,46,5,0,0,0,0,0,0,0,0 //AC_SHOWER#Arrow Shower#
3,147,1,0,0,0,0,0,0,0,0,0,0 //AC_MAKINGARROW#Arrow Crafting#
3,148,1,0,0,0,0,0,0,0,0,0,0 //AC_CHARGEARROW#Arrow Repel#

//Noviço
4,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
4,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
4,22,10,0,0,0,0,0,0,0,0,0,0 //AL_DP#Divine Protection#
4,23,10,22,3,0,0,0,0,0,0,0,0 //AL_DEMONBANE#Demon Bane#
4,24,1,0,0,0,0,0,0,0,0,0,0 //AL_RUWACH#Ruwach#
4,25,1,27,4,0,0,0,0,0,0,0,0 //AL_PNEUMA#Pneuma#
4,26,2,24,1,0,0,0,0,0,0,0,0 //AL_TELEPORT#Teleport#
4,27,4,26,2,0,0,0,0,0,0,0,0 //AL_WARP#Warp Portal#
4,28,10,0,0,0,0,0,0,0,0,0,0 //AL_HEAL#Heal#
4,29,10,28,3,0,0,0,0,0,0,0,0 //AL_INCAGI#Increase AGI#
4,30,10,29,1,0,0,0,0,0,0,0,0 //AL_DECAGI#Decrease AGI#
4,31,1,0,0,0,0,0,0,0,0,0,0 //AL_HOLYWATER#Aqua Benedicta#
4,32,10,23,3,0,0,0,0,0,0,0,0 //AL_CRUCIS#Signum Crusis#
4,33,10,22,3,0,0,0,0,0,0,0,0 //AL_ANGELUS#Angelus#
4,34,10,22,5,0,0,0,0,0,0,0,0 //AL_BLESSING#Blessing#
4,35,1,28,2,0,0,0,0,0,0,0,0 //AL_CURE#Cure#
4,156,1,0,0,0,0,0,0,0,0,0,0 //AL_HOLYLIGHT#Holy Light#

//Mercador
5,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
5,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
5,36,10,0,0,0,0,0,0,0,0,0,0 //MC_INCCARRY#Enlarge Weight Limit#
5,37,10,36,3,0,0,0,0,0,0,0,0 //MC_DISCOUNT#Discount#
5,38,10,37,3,0,0,0,0,0,0,0,0 //MC_OVERCHARGE#Overcharge#
5,39,10,36,5,0,0,0,0,0,0,0,0 //MC_PUSHCART#Pushcart#
5,40,1,0,0,0,0,0,0,0,0,0,0 //MC_IDENTIFY#Item Appraisal#
5,41,10,39,3,0,0,0,0,0,0,0,0 //MC_VENDING#Vending#
5,42,10,0,0,0,0,0,0,0,0,0,0 //MC_MAMMONITE#Mammonite#
5,153,1,0,0,0,0,0,0,0,0,0,0 //MC_CARTREVOLUTION#Cart Revolution#
5,154,1,0,0,0,0,0,0,0,0,0,0 //MC_CHANGECART#Change Cart#
5,155,1,0,0,0,0,0,0,0,0,0,0 //MC_LOUD#Crazy Uproar#

//Gatuno
6,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
6,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
6,48,10,0,0,0,0,0,0,0,0,0,0 //TF_DOUBLE#Double Attack#
6,49,10,0,0,0,0,0,0,0,0,0,0 //TF_MISS#Improve Dodge#
6,50,10,0,0,0,0,0,0,0,0,0,0 //TF_STEAL#Steal#
6,51,10,50,5,0,0,0,0,0,0,0,0 //TF_HIDING#Hiding#
6,52,10,0,0,0,0,0,0,0,0,0,0 //TF_POISON#Envenom#
6,53,1,52,3,0,0,0,0,0,0,0,0 //TF_DETOXIFY#Detoxify#
6,149,1,0,0,0,0,0,0,0,0,0,0 //TF_SPRINKLESAND#Throw Sand#
6,150,1,0,0,0,0,0,0,0,0,0,0 //TF_BACKSLIDING#Back Sliding#
6,151,1,0,0,0,0,0,0,0,0,0,0 //TF_PICKSTONE#Find Stone#
6,152,1,0,0,0,0,0,0,0,0,0,0 //TF_THROWSTONE#Stone Fling#

//Cavaleiro
7,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
7,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
7,2,10,0,0,0,0,0,0,0,0,0,0 //SM_SWORD#Sword Mastery#
7,3,10,2,1,0,0,0,0,0,0,0,0 //SM_TWOHAND#Two-Handed Sword Mastery#
7,4,10,0,0,0,0,0,0,0,0,0,0 //SM_RECOVERY#Increase HP Recovery#
7,5,10,0,0,0,0,0,0,0,0,0,0 //SM_BASH#Bash#
7,6,10,0,0,0,0,0,0,0,0,0,0 //SM_PROVOKE#Provoke#
7,7,10,5,5,0,0,0,0,0,0,0,0 //SM_MAGNUM#Magnum Break#
7,8,10,6,5,0,0,0,0,0,0,0,0 //SM_ENDURE#Endure#
7,144,1,0,0,0,0,0,0,0,0,0,0 //SM_MOVINGRECOVERY#Moving HP-Recovery#
7,145,1,0,0,0,0,0,0,0,0,0,0 //SM_FATALBLOW#Attack Weak Point#
7,146,1,0,0,0,0,0,0,0,0,0,0 //SM_AUTOBERSERK#Auto Berserk#
7,55,10,0,0,0,0,0,0,0,0,0,0 //KN_SPEARMASTERY#Spear Mastery#
7,56,10,55,1,0,0,0,0,0,0,0,0 //KN_PIERCE#Pierce#
7,57,10,63,1,58,3,0,0,0,0,0,0 //KN_BRANDISHSPEAR#Brandish Spear#
7,58,10,56,5,0,0,0,0,0,0,0,0 //KN_SPEARSTAB#Spear Stab#
7,59,5,56,3,0,0,0,0,0,0,0,0 //KN_SPEARBOOMERANG#Spear Boomerang#
7,60,10,3,1,0,0,0,0,0,0,0,0 //KN_TWOHANDQUICKEN#Twohand Quicken#
7,61,5,3,1,0,0,0,0,0,0,0,0 //KN_AUTOCOUNTER#Counter Attack#
7,62,10,5,10,7,3,3,5,60,10,61,5//KN_BOWLINGBASH#Bowling Bash#
7,63,1,8,1,0,0,0,0,0,0,0,0 //KN_RIDING#Peco Peco Riding#
7,64,5,63,1,0,0,0,0,0,0,0,0 //KN_CAVALIERMASTERY#Cavalier Mastery#

//Sacerdote
8,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
8,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
8,22,10,0,0,0,0,0,0,0,0,0,0 //AL_DP#Divine Protection#
8,23,10,22,3,0,0,0,0,0,0,0,0 //AL_DEMONBANE#Demon Bane#
8,24,1,0,0,0,0,0,0,0,0,0,0 //AL_RUWACH#Ruwach#
8,25,1,27,4,0,0,0,0,0,0,0,0 //AL_PNEUMA#Pneuma#
8,26,2,24,1,0,0,0,0,0,0,0,0 //AL_TELEPORT#Teleport#
8,27,4,26,2,0,0,0,0,0,0,0,0 //AL_WARP#Warp Portal#
8,28,10,0,0,0,0,0,0,0,0,0,0 //AL_HEAL#Heal#
8,29,10,28,3,0,0,0,0,0,0,0,0 //AL_INCAGI#Increase AGI#
8,30,10,29,1,0,0,0,0,0,0,0,0 //AL_DECAGI#Decrease AGI#
8,31,1,0,0,0,0,0,0,0,0,0,0 //AL_HOLYWATER#Aqua Benedicta#
8,32,10,23,3,0,0,0,0,0,0,0,0 //AL_CRUCIS#Signum Crusis#
8,33,10,22,3,0,0,0,0,0,0,0,0 //AL_ANGELUS#Angelus#
8,34,10,22,5,0,0,0,0,0,0,0,0 //AL_BLESSING#Blessing#
8,35,1,28,2,0,0,0,0,0,0,0,0 //AL_CURE#Cure#
8,156,1,0,0,0,0,0,0,0,0,0,0 //AL_HOLYLIGHT#Holy Light#
8,9,10,0,0,0,0,0,0,0,0,0,0 //MG_SRECOVERY#Increase SP Recovery#
8,12,10,68,4,70,3,0,0,0,0,0,0 //MG_SAFETYWALL#Safety Wall#
8,54,4,72,1,9,4,0,0,0,0,0,0 //ALL_RESURRECTION#Resurrection#
8,65,10,0,0,0,0,0,0,0,0,0,0 //PR_MACEMASTERY#Mace Mastery#
8,66,5,0,0,0,0,0,0,0,0,0,0 //PR_IMPOSITIO#Impositio Manus#
8,67,3,66,2,0,0,0,0,0,0,0,0 //PR_SUFFRAGIUM#Suffragium#
8,68,5,31,1,66,3,0,0,0,0,0,0 //PR_ASPERSIO#Aspersio#
8,69,5,75,3,68,5,0,0,0,0,0,0 //PR_BENEDICTIO#B.S Sacramenti#
8,70,10,28,1,0,0,0,0,0,0,0,0 //PR_SANCTUARY#Sanctuary#
8,71,4,0,0,0,0,0,0,0,0,0,0 //PR_SLOWPOISON#Slow Poison#
8,72,1,0,0,0,0,0,0,0,0,0,0 //PR_STRECOVERY#Status Recovery#
8,73,10,33,2,0,0,0,0,0,0,0,0 //PR_KYRIE#Kyrie Eleison#
8,74,5,0,0,0,0,0,0,0,0,0,0 //PR_MAGNIFICAT#Magnificat#
8,75,5,73,4,74,3,0,0,0,0,0,0 //PR_GLORIA#Gloria#
8,76,10,24,1,0,0,0,0,0,0,0,0 //PR_LEXDIVINA#Lex Divina#
8,77,10,54,1,76,3,0,0,0,0,0,0 //PR_TURNUNDEAD#Turn Undead#
8,78,1,76,5,0,0,0,0,0,0,0,0 //PR_LEXAETERNA#Lex Aeterna#
8,79,10,12,1,78,1,77,3,0,0,0,0 //PR_MAGNUS#Magnus Exorcismus#

//Bruxo
9,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
9,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
9,9,10,0,0,0,0,0,0,0,0,0,0 //MG_SRECOVERY#Increase SP Recovery#
9,10,1,0,0,0,0,0,0,0,0,0,0 //MG_SIGHT#Sight#
9,11,10,0,0,0,0,0,0,0,0,0,0 //MG_NAPALMBEAT#Napalm Beat#
9,12,10,11,7,13,5,0,0,0,0,0,0 //MG_SAFETYWALL#Safety Wall#
9,13,10,11,4,0,0,0,0,0,0,0,0 //MG_SOULSTRIKE#Soul Strike#
9,14,10,0,0,0,0,0,0,0,0,0,0 //MG_COLDBOLT#Cold Bolt#
9,15,10,14,5,0,0,0,0,0,0,0,0 //MG_FROSTDIVER#Frost Diver#
9,16,10,0,0,0,0,0,0,0,0,0,0 //MG_STONECURSE#Stone Curse#
9,17,10,19,4,0,0,0,0,0,0,0,0 //MG_FIREBALL#Fire Ball#
9,18,10,17,5,10,1,0,0,0,0,0,0 //MG_FIREWALL#Fire Wall#
9,19,10,0,0,0,0,0,0,0,0,0,0 //MG_FIREBOLT#Fire Bolt#
9,20,10,0,0,0,0,0,0,0,0,0,0 //MG_LIGHTNINGBOLT#Lightning Bolt#
9,21,10,20,4,0,0,0,0,0,0,0,0 //MG_THUNDERSTORM#Thunderstorm#
9,157,1,0,0,0,0,0,0,0,0,0,0 //MG_ENERGYCOAT#Energy Coat#
9,80,10,18,1,0,0,0,0,0,0,0,0 //WZ_FIREPILLAR#Fire Pillar#
9,81,10,20,1,10,1,0,0,0,0,0,0 //WZ_SIGHTRASHER#Sightrasher#
//9,82,10,0,0,0,0,0,0,0,0,0,0 //WZ_FIREIVY#Fire Ivy#
9,83,10,81,2,21,1,0,0,0,0,0,0 //WZ_METEOR#Meteor Storm#
9,84,10,11,1,20,1,0,0,0,0,0,0 //WZ_JUPITEL#Jupiter Thunder#
9,85,10,21,1,84,5,0,0,0,0,0,0 //WZ_VERMILION#Lord of Vermilion#
9,86,5,14,1,20,1,0,0,0,0,0,0 //WZ_WATERBALL#Water Ball#
9,87,10,16,1,15,1,0,0,0,0,0,0 //WZ_ICEWALL#Ice Wall#
9,88,10,87,1,0,0,0,0,0,0,0,0 //WZ_FROSTNOVA#Frost Nova#
9,89,10,15,1,84,3,0,0,0,0,0,0 //WZ_STORMGUST#Storm Gust#
9,90,5,16,1,0,0,0,0,0,0,0,0 //WZ_EARTHSPIKE#Earth Spike#
9,91,5,90,3,0,0,0,0,0,0,0,0 //WZ_HEAVENDRIVE#Heaven's Drive#
9,92,5,91,1,0,0,0,0,0,0,0,0 //WZ_QUAGMIRE#Quagmire#
9,93,1,0,0,0,0,0,0,0,0,0,0 //WZ_ESTIMATION#Sense#

//Ferreiro
10,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
10,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
10,36,10,0,0,0,0,0,0,0,0,0,0 //MC_INCCARRY#Enlarge Weight Limit#
10,37,10,36,3,0,0,0,0,0,0,0,0 //MC_DISCOUNT#Discount#
10,38,10,37,3,0,0,0,0,0,0,0,0 //MC_OVERCHARGE#Overcharge#
10,39,10,36,5,0,0,0,0,0,0,0,0 //MC_PUSHCART#Pushcart#
10,40,1,0,0,0,0,0,0,0,0,0,0 //MC_IDENTIFY#Item Appraisal#
10,41,10,39,3,0,0,0,0,0,0,0,0 //MC_VENDING#Vending#
10,42,10,0,0,0,0,0,0,0,0,0,0 //MC_MAMMONITE#Mammonite#
10,153,1,0,0,0,0,0,0,0,0,0,0 //MC_CARTREVOLUTION#Cart Revolution#
10,154,1,0,0,0,0,0,0,0,0,0,0 //MC_CHANGECART#Change Cart#
10,155,1,0,0,0,0,0,0,0,0,0,0 //MC_LOUD#Crazy Uproar#
10,94,5,0,0,0,0,0,0,0,0,0,0 //BS_IRON#Iron Tempering#
10,95,5,94,1,0,0,0,0,0,0,0,0 //BS_STEEL#Steel Tempering#
10,96,5,94,1,0,0,0,0,0,0,0,0 //BS_ENCHANTEDSTONE#Enchanted Stone Craft#
10,97,5,96,1,0,0,0,0,0,0,0,0 //BS_ORIDEOCON#Oridecon Research#
10,98,3,0,0,0,0,0,0,0,0,0,0 //BS_DAGGER#Smith Dagger#
10,99,3,98,1,0,0,0,0,0,0,0,0 //BS_SWORD#Smith Sword#
10,100,3,99,1,0,0,0,0,0,0,0,0 //BS_TWOHANDSWORD#Smith Two-handed Sword#
10,101,3,99,2,0,0,0,0,0,0,0,0 //BS_AXE#Smith Axe#
10,102,3,103,1,0,0,0,0,0,0,0,0 //BS_MACE#Smith Mace#
10,103,3,98,1,0,0,0,0,0,0,0,0 //BS_KNUCKLE#Smith Knucklebrace#
10,104,3,98,2,0,0,0,0,0,0,0,0 //BS_SPEAR#Smith Spear#
10,105,1,0,0,0,0,0,0,0,0,0,0 //BS_HILTBINDING#Hilt Binding#
10,106,1,95,1,105,1,0,0,0,0,0,0 //BS_FINDINGORE#Ore Discovery#
10,107,10,105,1,0,0,0,0,0,0,0,0 //BS_WEAPONRESEARCH#Weaponry Research#
10,108,1,107,1,0,0,0,0,0,0,0,0 //BS_REPAIRWEAPON#Weapon Repair#
10,109,5,0,0,0,0,0,0,0,0,0,0 //BS_SKINTEMPER#Skin Tempering#
10,110,5,0,0,0,0,0,0,0,0,0,0 //BS_HAMMERFALL#Hammer Fall#
10,111,5,110,2,0,0,0,0,0,0,0,0 //BS_ADRENALINE#Adrenaline Rush#
10,112,5,107,2,111,2,0,0,0,0,0,0 //BS_WEAPONPERFECT#Weapon Perfection#
10,113,5,111,3,0,0,0,0,0,0,0,0 //BS_OVERTHRUST#Power-Thrust#
10,114,5,112,3,113,2,0,0,0,0,0,0 //BS_MAXIMIZE#Maximize Power#
//10,459,1,111,5,0,0,0,0,0,0,0,0	//BS_ADRENALINE2#Full Adrenaline Rush#

//Caçador
11,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
11,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
11,43,10,0,0,0,0,0,0,0,0,0,0 //AC_OWL#Owl's Eye#
11,44,10,43,3,0,0,0,0,0,0,0,0 //AC_VULTURE#Vulture's Eye#
11,45,10,44,1,0,0,0,0,0,0,0,0 //AC_CONCENTRATION#Improve Concentration#
11,46,10,0,0,0,0,0,0,0,0,0,0 //AC_DOUBLE#Double Strafe#
11,47,10,46,5,0,0,0,0,0,0,0,0 //AC_SHOWER#Arrow Shower#
11,147,1,0,0,0,0,0,0,0,0,0,0 //AC_MAKINGARROW#Arrow Crafting#
11,148,1,0,0,0,0,0,0,0,0,0,0 //AC_CHARGEARROW#Arrow Repel#
11,115,5,0,0,0,0,0,0,0,0,0,0 //HT_SKIDTRAP#Skid Trap#
11,116,5,0,0,0,0,0,0,0,0,0,0 //HT_LANDMINE#Land Mine#
11,117,5,115,1,0,0,0,0,0,0,0,0 //HT_ANKLESNARE#Ankle Snare#
11,118,5,117,1,0,0,0,0,0,0,0,0 //HT_SHOCKWAVE#Shockwave Trap#
11,119,5,120,1,0,0,0,0,0,0,0,0 //HT_SANDMAN#Sandman#
11,120,5,115,1,0,0,0,0,0,0,0,0 //HT_FLASHER#Flasher#
11,121,5,120,1,0,0,0,0,0,0,0,0 //HT_FREEZINGTRAP#Freezing Trap#
11,122,5,116,1,119,1,121,1,0,0,0,0 //HT_BLASTMINE#Blast Mine#
11,123,5,118,1,122,1,0,0,0,0,0,0 //HT_CLAYMORETRAP#Claymore Trap#
11,124,1,116,1,0,0,0,0,0,0,0,0 //HT_REMOVETRAP#Remove Trap#
11,125,1,118,1,124,1,0,0,0,0,0,0 //HT_TALKIEBOX#Talkie Box#
11,126,10,0,0,0,0,0,0,0,0,0,0 //HT_BEASTBANE#Beast Bane#
11,127,1,126,1,0,0,0,0,0,0,0,0 //HT_FALCON#Falconry Mastery#
11,128,10,129,5,0,0,0,0,0,0,0,0 //HT_STEELCROW#Steel Crow#
11,129,5,127,1,0,0,0,0,0,0,0,0 //HT_BLITZBEAT#Blitz Beat#
11,130,4,45,1,127,1,0,0,0,0,0,0 //HT_DETECTING#Detect#
11,131,5,124,1,127,1,0,0,0,0,0,0 //HT_SPRINGTRAP#Spring Trap#

//Mercenário
12,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
12,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
12,48,10,0,0,0,0,0,0,0,0,0,0 //TF_DOUBLE#Double Attack#
12,49,10,0,0,0,0,0,0,0,0,0,0 //TF_MISS#Improve Dodge#
12,50,10,0,0,0,0,0,0,0,0,0,0 //TF_STEAL#Steal#
12,51,10,50,5,0,0,0,0,0,0,0,0 //TF_HIDING#Hiding#
12,52,10,0,0,0,0,0,0,0,0,0,0 //TF_POISON#Envenom#
12,53,1,52,3,0,0,0,0,0,0,0,0 //TF_DETOXIFY#Detoxify#
12,149,1,0,0,0,0,0,0,0,0,0,0 //TF_SPRINKLESAND#Throw Sand#
12,150,1,0,0,0,0,0,0,0,0,0,0 //TF_BACKSLIDING#Back Sliding#
12,151,1,0,0,0,0,0,0,0,0,0,0 //TF_PICKSTONE#Find Stone#
12,152,1,0,0,0,0,0,0,0,0,0,0 //TF_THROWSTONE#Stone Fling#
12,132,5,0,0,0,0,0,0,0,0,0,0 //AS_RIGHT#Righthand Mastery#
12,133,5,132,2,0,0,0,0,0,0,0,0 //AS_LEFT#Lefthand Mastery#
12,134,10,0,0,0,0,0,0,0,0,0,0 //AS_KATAR#Katar Mastery#
12,135,10,51,2,0,0,0,0,0,0,0,0 //AS_CLOAKING#Cloaking#
12,136,10,134,4,0,0,0,0,0,0,0,0 //AS_SONICBLOW#Sonic Blow#
12,137,5,135,2,136,5,0,0,0,0,0,0 //AS_GRIMTOOTH#Grimtooth#
12,138,10,52,1,0,0,0,0,0,0,0,0 //AS_ENCHANTPOISON#Enchant Poison#
12,139,10,138,3,0,0,0,0,0,0,0,0 //AS_POISONREACT#Poison React#
12,140,10,138,5,0,0,0,0,0,0,0,0 //AS_VENOMDUST#Venom Dust#
12,141,10,139,5,140,5,0,0,0,0,0,0 //AS_SPLASHER#Venom Splasher#

//Cavaleiro(Peco)
13,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
13,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
13,2,10,0,0,0,0,0,0,0,0,0,0 //SM_SWORD#Sword Mastery#
13,3,10,2,1,0,0,0,0,0,0,0,0 //SM_TWOHAND#Two-Handed Sword Mastery#
13,4,10,0,0,0,0,0,0,0,0,0,0 //SM_RECOVERY#Increase HP Recovery#
13,5,10,0,0,0,0,0,0,0,0,0,0 //SM_BASH#Bash#
13,6,10,0,0,0,0,0,0,0,0,0,0 //SM_PROVOKE#Provoke#
13,7,10,5,5,0,0,0,0,0,0,0,0 //SM_MAGNUM#Magnum Break#
13,8,10,6,5,0,0,0,0,0,0,0,0 //SM_ENDURE#Endure#
13,144,1,0,0,0,0,0,0,0,0,0,0 //SM_MOVINGRECOVERY#Moving HP-Recovery#
13,145,1,0,0,0,0,0,0,0,0,0,0 //SM_FATALBLOW#Attack Weak Point#
13,146,1,0,0,0,0,0,0,0,0,0,0 //SM_AUTOBERSERK#Auto Berserk#
13,55,10,0,0,0,0,0,0,0,0,0,0 //KN_SPEARMASTERY#Spear Mastery#
13,56,10,55,1,0,0,0,0,0,0,0,0 //KN_PIERCE#Pierce#
13,57,10,63,1,58,3,0,0,0,0,0,0 //KN_BRANDISHSPEAR#Brandish Spear#
13,58,10,56,5,0,0,0,0,0,0,0,0 //KN_SPEARSTAB#Spear Stab#
13,59,5,56,3,0,0,0,0,0,0,0,0 //KN_SPEARBOOMERANG#Spear Boomerang#
13,60,10,3,1,0,0,0,0,0,0,0,0 //KN_TWOHANDQUICKEN#Twohand Quicken#
13,61,5,3,1,0,0,0,0,0,0,0,0 //KN_AUTOCOUNTER#Counter Attack#
13,62,10,5,10,7,3,3,5,60,10,61,5//KN_BOWLINGBASH#Bowling Bash#
13,63,1,8,1,0,0,0,0,0,0,0,0 //KN_RIDING#Peco Peco Riding#
13,64,5,63,1,0,0,0,0,0,0,0,0 //KN_CAVALIERMASTERY#Cavalier Mastery#
//13,1001,1,0,0,0,0,0,0,0,0,0,0 //KN_CHARGEATK#Charge Attack#
//13,495,1,60,10,0,0,0,0,0,0,0,0	//KN_ONEHAND#Onehand Quicken#

//Templário
14,1,9,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
14,142,1,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
14,2,10,0,0,0,0,0,0,0,0,0,0 //SM_SWORD#Sword Mastery#
14,3,10,2,1,0,0,0,0,0,0,0,0 //SM_TWOHAND#Two-Handed Sword Mastery#
14,4,10,0,0,0,0,0,0,0,0,0,0 //SM_RECOVERY#Increase HP Recovery#
14,5,10,0,0,0,0,0,0,0,0,0,0 //SM_BASH#Bash#
14,6,10,0,0,0,0,0,0,0,0,0,0 //SM_PROVOKE#Provoke#
14,7,10,5,5,0,0,0,0,0,0,0,0 //SM_MAGNUM#Magnum Break#
14,8,10,6,5,0,0,0,0,0,0,0,0 //SM_ENDURE#Endure#
14,144,1,0,0,0,0,0,0,0,0,0,0 //SM_MOVINGRECOVERY#Moving HP-Recovery#
